epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
172,66601.9,0.95874,0.75982,1.86496,0.92343,0.86225,0.91954,0.65332,1.24486,0.89637,3.11633,0.0004357,0.0004357,0.0004357
173,66949.1,0.95245,0.74974,1.82425,0.89961,0.87226,0.9161,0.64257,1.23409,0.94077,3.03009,0.0004324,0.0004324,0.0004324
174,67336.7,0.93857,0.73183,1.82457,0.90367,0.84167,0.90663,0.63944,1.22985,0.91652,3.26241,0.0004291,0.0004291,0.0004291
175,67687.3,0.95748,0.75657,1.86113,0.9108,0.86826,0.91385,0.64533,1.24073,0.95817,2.94976,0.0004258,0.0004258,0.0004258
176,68096.9,0.97443,0.76533,1.84906,0.92027,0.84795,0.91039,0.63391,1.25384,0.93198,3.14103,0.0004225,0.0004225,0.0004225
177,68449.1,0.94788,0.74877,1.84644,0.93684,0.86387,0.92148,0.65338,1.23288,0.87035,3.34299,0.0004192,0.0004192,0.0004192
178,68856,0.94433,0.71819,1.81985,0.9151,0.85804,0.91842,0.64337,1.18096,0.8598,3.25343,0.0004159,0.0004159,0.0004159
179,69258.9,0.97374,0.75902,1.87031,0.90872,0.85364,0.91677,0.6442,1.17366,0.8679,3.41874,0.0004126,0.0004126,0.0004126
180,69669.9,0.9573,0.74299,1.82295,0.90471,0.86824,0.91399,0.64546,1.21114,0.88055,3.22597,0.0004093,0.0004093,0.0004093
181,70080.9,0.93253,0.73789,1.82203,0.85311,0.89424,0.91073,0.63801,1.24039,0.91487,3.16758,0.000406,0.000406,0.000406
182,70433.8,0.95209,0.74262,1.83982,0.92494,0.85866,0.9174,0.64337,1.20831,0.93366,3.28304,0.0004027,0.0004027,0.0004027
183,70878.5,0.93894,0.72635,1.8224,0.89761,0.87654,0.91549,0.64041,1.21423,0.87326,3.02705,0.0003994,0.0003994,0.0003994
184,71281.2,0.94146,0.72577,1.83159,0.91579,0.8631,0.91767,0.64852,1.19103,0.89033,3.11902,0.0003961,0.0003961,0.0003961
185,71676.1,0.9694,0.75766,1.85265,0.89847,0.86021,0.91663,0.64486,1.19713,0.89892,3.17543,0.0003928,0.0003928,0.0003928
186,72032.1,0.93473,0.73058,1.83993,0.92059,0.85016,0.9101,0.63159,1.2374,0.94597,3.28616,0.0003895,0.0003895,0.0003895
187,72443,0.95614,0.73272,1.81474,0.92093,0.85183,0.90627,0.63755,1.21243,0.95773,3.11798,0.0003862,0.0003862,0.0003862
188,72798.3,0.94297,0.76273,1.84133,0.91944,0.85171,0.9107,0.62594,1.20514,0.90282,3.25036,0.0003829,0.0003829,0.0003829
189,73200.3,0.90776,0.70732,1.77561,0.89215,0.86874,0.91569,0.63744,1.20709,0.90315,3.08646,0.0003796,0.0003796,0.0003796
190,73613.5,0.93525,0.72235,1.80173,0.90816,0.87982,0.91619,0.64393,1.18396,0.84079,3.11328,0.0003763,0.0003763,0.0003763
191,73965.4,0.91528,0.7181,1.81261,0.90343,0.87421,0.91134,0.63976,1.23418,0.90263,3.06521,0.000373,0.000373,0.000373
192,74376.6,0.92466,0.72267,1.82379,0.89637,0.87059,0.90447,0.63833,1.19231,0.88128,3.0711,0.0003697,0.0003697,0.0003697
193,74726.8,0.93646,0.74691,1.83223,0.8841,0.85973,0.90459,0.63693,1.17385,0.88157,3.26762,0.0003664,0.0003664,0.0003664
194,75085.1,0.9432,0.74327,1.83117,0.91347,0.84461,0.91215,0.6424,1.2265,0.92146,3.12167,0.0003631,0.0003631,0.0003631
195,75441.2,0.91639,0.71075,1.83736,0.93149,0.84584,0.91231,0.64121,1.26468,0.91913,3.21034,0.0003598,0.0003598,0.0003598
196,75788.7,0.91265,0.69815,1.77408,0.93051,0.85325,0.9154,0.65081,1.24166,0.89452,3.34055,0.0003565,0.0003565,0.0003565
197,76140.4,0.9267,0.73923,1.83432,0.91086,0.85995,0.9137,0.65147,1.20812,0.91141,3.34686,0.0003532,0.0003532,0.0003532
198,76490.7,0.91467,0.70671,1.78698,0.91644,0.85761,0.91172,0.64323,1.2116,0.88016,3.19486,0.0003499,0.0003499,0.0003499
199,76888.4,0.90968,0.72257,1.79861,0.93155,0.83419,0.91118,0.6517,1.23013,0.88024,3.34689,0.0003466,0.0003466,0.0003466
200,77236.3,0.92794,0.73045,1.81546,0.89782,0.85606,0.91228,0.64829,1.21838,0.87122,3.19211,0.0003433,0.0003433,0.0003433
201,77646.5,0.91417,0.70992,1.79161,0.92717,0.84715,0.91358,0.65377,1.17397,0.84817,3.30773,0.00034,0.00034,0.00034
